survey_year,indicator_name,values,country_name,hdi_category,reference
,Education index,0.993,Denmark,HIGH HUMAN DEVELOPMENT,d
,Education index,0.966,Austria,HIGH HUMAN DEVELOPMENT,d
,Education index,0.970,United Kingdom,HIGH HUMAN DEVELOPMENT,d
,Education index,0.977,Belgium,HIGH HUMAN DEVELOPMENT,d
,Education index,0.942,Luxembourg,HIGH HUMAN DEVELOPMENT,d
,Education index,0.993,New Zealand,HIGH HUMAN DEVELOPMENT,d
,Education index,0.885,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,j
,Education index,0.953,Germany,HIGH HUMAN DEVELOPMENT,d
,Education index,0.946,Israel,HIGH HUMAN DEVELOPMENT,k
,Education index,0.980,Korea (Republic of),HIGH HUMAN DEVELOPMENT,d
,Education index,0.974,Slovenia,HIGH HUMAN DEVELOPMENT,"d,l"
,Education index,0.925,Portugal,HIGH HUMAN DEVELOPMENT,l
,Education index,0.956,Barbados,HIGH HUMAN DEVELOPMENT,"d,j"
,Education index,0.936,Czech Republic,HIGH HUMAN DEVELOPMENT,d
,Education index,0.958,Hungary,HIGH HUMAN DEVELOPMENT,"d,j"
,Education index,0.951,Poland,HIGH HUMAN DEVELOPMENT,"d,j"
,Education index,0.791,United Arab Emirates,HIGH HUMAN DEVELOPMENT,l
,Education index,0.921,Slovakia,HIGH HUMAN DEVELOPMENT,d
,Education index,0.965,Lithuania,HIGH HUMAN DEVELOPMENT,d
,Education index,0.968,Estonia,HIGH HUMAN DEVELOPMENT,d
,Education index,0.961,Latvia,HIGH HUMAN DEVELOPMENT,d
,Education index,0.875,Bahamas,HIGH HUMAN DEVELOPMENT,j
,Education index,0.886,Seychelles,HIGH HUMAN DEVELOPMENT,
,Education index,0.952,Cuba,HIGH HUMAN DEVELOPMENT,d
,Education index,0.896,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,k
,Education index,0.875,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,l
,Education index,0.824,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,q
,Education index,0.872,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,l
,Education index,0.956,Belarus,HIGH HUMAN DEVELOPMENT,d
,Education index,0.956,Russian Federation,HIGH HUMAN DEVELOPMENT,d
,Education index,0.857,Dominica,MEDIUM HUMAN DEVELOPMENT,q
,Education index,0.881,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,q
,Education index,0.973,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,d
,Education index,0.948,Ukraine,MEDIUM HUMAN DEVELOPMENT,d
,Education index,0.903,Samoa,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.773,Belize,MEDIUM HUMAN DEVELOPMENT,q
,Education index,0.884,Grenada,MEDIUM HUMAN DEVELOPMENT,q
,Education index,0.896,Armenia,MEDIUM HUMAN DEVELOPMENT,d
,Education index,0.871,Lebanon,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.879,Fiji,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.817,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,q
,Education index,0.853,Paraguay,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.914,Georgia,MEDIUM HUMAN DEVELOPMENT,"d,v"
,Education index,0.943,Guyana,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.814,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,w
,Education index,0.763,Cape Verde,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.772,El Salvador,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.892,Moldova,MEDIUM HUMAN DEVELOPMENT,"d,l"
,Education index,0.906,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"d,j"
,Education index,0.801,Gabon,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.896,Tajikistan,MEDIUM HUMAN DEVELOPMENT,d
,Education index,0.669,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,k
,Education index,0.485,Bhutan,MEDIUM HUMAN DEVELOPMENT,v
,Education index,0.533,Comoros,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.736,Congo,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.542,Haiti,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.531,Sudan,MEDIUM HUMAN DEVELOPMENT,aa
,Education index,0.553,Djibouti,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.574,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,ab
,Education index,0.770,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.545,Yemen,MEDIUM HUMAN DEVELOPMENT,l
,Education index,0.450,Gambia,MEDIUM HUMAN DEVELOPMENT,j
,Education index,0.521,Eritrea,LOW HUMAN DEVELOPMENT,j
,Education index,0.648,Nigeria,LOW HUMAN DEVELOPMENT,l
,Education index,0.421,Guinea-Bissau,,j
,GDP index,0.985,Iceland,HIGH HUMAN DEVELOPMENT,d
,GDP index,1.000,Norway,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.962,Australia,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.970,Canada,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.994,Ireland,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.965,Sweden,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.981,Switzerland,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.959,Japan,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.966,Netherlands,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.954,France,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.964,Finland,HIGH HUMAN DEVELOPMENT,d
,GDP index,1.000,United States,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.935,Spain,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.973,Denmark,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.971,Austria,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.969,United Kingdom,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.963,Belgium,HIGH HUMAN DEVELOPMENT,d
,GDP index,1.000,Luxembourg,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.922,New Zealand,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.977,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,j
,GDP index,0.949,Germany,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.927,Israel,HIGH HUMAN DEVELOPMENT,k
,GDP index,0.900,Korea (Republic of),HIGH HUMAN DEVELOPMENT,d
,GDP index,0.902,Slovenia,HIGH HUMAN DEVELOPMENT,"d,l"
,GDP index,0.888,Portugal,HIGH HUMAN DEVELOPMENT,l
,GDP index,0.860,Barbados,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP index,0.889,Czech Republic,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.866,Hungary,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP index,0.823,Poland,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP index,0.925,United Arab Emirates,HIGH HUMAN DEVELOPMENT,l
,GDP index,0.846,Slovakia,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.831,Lithuania,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.842,Estonia,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.821,Latvia,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.870,Bahamas,HIGH HUMAN DEVELOPMENT,j
,GDP index,0.848,Seychelles,HIGH HUMAN DEVELOPMENT,
,GDP index,0.683,Cuba,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.816,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,k
,GDP index,0.774,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,l
,GDP index,0.806,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,q
,GDP index,0.832,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,l
,GDP index,0.730,Belarus,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.782,Russian Federation,HIGH HUMAN DEVELOPMENT,d
,GDP index,0.694,Dominica,MEDIUM HUMAN DEVELOPMENT,q
,GDP index,0.702,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,q
,GDP index,0.728,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,d
,GDP index,0.705,Ukraine,MEDIUM HUMAN DEVELOPMENT,d
,GDP index,0.688,Samoa,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.712,Belize,MEDIUM HUMAN DEVELOPMENT,q
,GDP index,0.728,Grenada,MEDIUM HUMAN DEVELOPMENT,q
,GDP index,0.651,Armenia,MEDIUM HUMAN DEVELOPMENT,d
,GDP index,0.671,Lebanon,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.685,Fiji,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.698,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,q
,GDP index,0.641,Paraguay,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.587,Georgia,MEDIUM HUMAN DEVELOPMENT,"d,v"
,GDP index,0.636,Guyana,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.639,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,w
,GDP index,0.678,Cape Verde,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.661,El Salvador,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.508,Moldova,MEDIUM HUMAN DEVELOPMENT,"d,l"
,GDP index,0.505,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"d,j"
,GDP index,0.708,Gabon,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.435,Tajikistan,MEDIUM HUMAN DEVELOPMENT,d
,GDP index,0.503,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,k
,GDP index,0.589,Bhutan,MEDIUM HUMAN DEVELOPMENT,v
,GDP index,0.499,Comoros,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.423,Congo,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.469,Haiti,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.507,Sudan,MEDIUM HUMAN DEVELOPMENT,aa
,GDP index,0.514,Djibouti,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.390,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,ab
,GDP index,0.503,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.372,Yemen,MEDIUM HUMAN DEVELOPMENT,l
,GDP index,0.493,Gambia,MEDIUM HUMAN DEVELOPMENT,j
,GDP index,0.402,Eritrea,LOW HUMAN DEVELOPMENT,j
,GDP index,0.404,Nigeria,LOW HUMAN DEVELOPMENT,l
,GDP index,0.353,Guinea-Bissau,,j
,GDP per capita (PPP US$) rank minus HDI rank,4,Iceland,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,1,Norway,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,13,Australia,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,6,Canada,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-1,Ireland,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,7,Sweden,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-1,Switzerland,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,9,Japan,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,3,Netherlands,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,8,France,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,3,Finland,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-10,United States,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,11,Spain,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-6,Denmark,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-6,Austria,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-5,United Kingdom,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-2,Belgium,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-17,Luxembourg,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,9,New Zealand,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-14,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,-2,Germany,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,3,Israel,HIGH HUMAN DEVELOPMENT,k
,GDP per capita (PPP US$) rank minus HDI rank,6,Korea (Republic of),HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,4,Slovenia,HIGH HUMAN DEVELOPMENT,"d,l"
,GDP per capita (PPP US$) rank minus HDI rank,6,Portugal,HIGH HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,8,Barbados,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP per capita (PPP US$) rank minus HDI rank,2,Czech Republic,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,2,Hungary,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP per capita (PPP US$) rank minus HDI rank,11,Poland,HIGH HUMAN DEVELOPMENT,"d,j"
,GDP per capita (PPP US$) rank minus HDI rank,-12,United Arab Emirates,HIGH HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,-1,Slovakia,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,3,Lithuania,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,0,Estonia,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,4,Latvia,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-12,Bahamas,HIGH HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,-10,Seychelles,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) rank minus HDI rank,43,Cuba,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-4,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,k
,GDP per capita (PPP US$) rank minus HDI rank,4,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,-4,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,-14,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,8,Belarus,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,-9,Russian Federation,HIGH HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,19,Dominica,MEDIUM HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,15,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,1,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,9,Ukraine,MEDIUM HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,14,Samoa,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,1,Belize,MEDIUM HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,-7,Grenada,MEDIUM HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,20,Armenia,MEDIUM HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,8,Lebanon,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,0,Fiji,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,-4,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,q
,GDP per capita (PPP US$) rank minus HDI rank,10,Paraguay,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,24,Georgia,MEDIUM HUMAN DEVELOPMENT,"d,v"
,GDP per capita (PPP US$) rank minus HDI rank,12,Guyana,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,7,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,w
,GDP per capita (PPP US$) rank minus HDI rank,-7,Cape Verde,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,-3,El Salvador,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,25,Moldova,MEDIUM HUMAN DEVELOPMENT,"d,l"
,GDP per capita (PPP US$) rank minus HDI rank,25,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"d,j"
,GDP per capita (PPP US$) rank minus HDI rank,-35,Gabon,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,32,Tajikistan,MEDIUM HUMAN DEVELOPMENT,d
,GDP per capita (PPP US$) rank minus HDI rank,14,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,k
,GDP per capita (PPP US$) rank minus HDI rank,-14,Bhutan,MEDIUM HUMAN DEVELOPMENT,v
,GDP per capita (PPP US$) rank minus HDI rank,10,Comoros,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,16,Congo,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,2,Haiti,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,-10,Sudan,MEDIUM HUMAN DEVELOPMENT,aa
,GDP per capita (PPP US$) rank minus HDI rank,-15,Djibouti,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,16,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,ab
,GDP per capita (PPP US$) rank minus HDI rank,-9,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,16,Yemen,MEDIUM HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,-9,Gambia,MEDIUM HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,6,Eritrea,LOW HUMAN DEVELOPMENT,j
,GDP per capita (PPP US$) rank minus HDI rank,4,Nigeria,LOW HUMAN DEVELOPMENT,l
,GDP per capita (PPP US$) rank minus HDI rank,-4,Guinea-Bissau,,j
,HDI rank,1,Iceland,HIGH HUMAN DEVELOPMENT,e
,HDI rank,3,Australia,HIGH HUMAN DEVELOPMENT,g
,HDI rank,4,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,HDI rank,11,Finland,HIGH HUMAN DEVELOPMENT,g
,HDI rank,14,Denmark,HIGH HUMAN DEVELOPMENT,g
,HDI rank,16,United Kingdom,HIGH HUMAN DEVELOPMENT,e
,HDI rank,18,Luxembourg,HIGH HUMAN DEVELOPMENT,i
,HDI rank,19,New Zealand,HIGH HUMAN DEVELOPMENT,g
,HDI rank,22,Germany,HIGH HUMAN DEVELOPMENT,e
,HDI rank,25,Singapore,HIGH HUMAN DEVELOPMENT,"h,k"
,HDI rank,28,Cyprus,HIGH HUMAN DEVELOPMENT,e
,HDI rank,31,Barbados,HIGH HUMAN DEVELOPMENT,h
,HDI rank,38,Argentina,HIGH HUMAN DEVELOPMENT,h
,HDI rank,39,United Arab Emirates,HIGH HUMAN DEVELOPMENT,"e,h"
,HDI rank,46,Uruguay,HIGH HUMAN DEVELOPMENT,"e,h"
,HDI rank,47,Croatia,HIGH HUMAN DEVELOPMENT,h
,HDI rank,48,Costa Rica,HIGH HUMAN DEVELOPMENT,e
,HDI rank,50,Seychelles,HIGH HUMAN DEVELOPMENT,e
,HDI rank,54,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,e
,HDI rank,55,Tonga,HIGH HUMAN DEVELOPMENT,e
,HDI rank,56,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,"e,h"
,HDI rank,57,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,r
,HDI rank,59,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,e
,HDI rank,63,Malaysia,HIGH HUMAN DEVELOPMENT,h
,HDI rank,65,Mauritius,HIGH HUMAN DEVELOPMENT,e
,HDI rank,66,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,"h,s"
,HDI rank,67,Russian Federation,HIGH HUMAN DEVELOPMENT,e
,HDI rank,68,Albania,HIGH HUMAN DEVELOPMENT,h
,HDI rank,70,Brazil,HIGH HUMAN DEVELOPMENT,h
,HDI rank,71,Dominica,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,74,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,77,Samoa,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,78,Thailand,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,79,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,80,Belize,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,81,China,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,82,Grenada,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,84,Turkey,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,85,Suriname,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,87,Peru,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,89,Ecuador,MEDIUM HUMAN DEVELOPMENT,r
,HDI rank,92,Fiji,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,94,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,95,Paraguay,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,99,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,100,Maldives,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,101,Jamaica,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,104,Algeria,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,106,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,107,Indonesia,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,108,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,109,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,r
,HDI rank,110,Nicaragua,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,111,Moldova,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,112,Egypt,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,113,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,115,Honduras,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,117,Bolivia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,118,Guatemala,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,119,Gabon,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,120,Vanuatu,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,121,South Africa,MEDIUM HUMAN DEVELOPMENT,h
,HDI rank,124,Botswana,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,125,Namibia,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,126,Morocco,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,127,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,128,India,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,131,Cambodia,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,132,Myanmar,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,133,Bhutan,MEDIUM HUMAN DEVELOPMENT,r
,HDI rank,134,Comoros,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,135,Ghana,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,136,Pakistan,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,138,Lesotho,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,139,Congo,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,140,Bangladesh,MEDIUM HUMAN DEVELOPMENT,h
,HDI rank,141,Swaziland,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,142,Nepal,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,143,Madagascar,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,144,Cameroon,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,145,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,146,Haiti,MEDIUM HUMAN DEVELOPMENT,r
,HDI rank,147,Sudan,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,148,Kenya,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,150,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,151,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,152,Togo,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,154,Uganda,MEDIUM HUMAN DEVELOPMENT,e
,HDI rank,155,Gambia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,HDI rank,156,Senegal,LOW HUMAN DEVELOPMENT,e
,HDI rank,157,Eritrea,LOW HUMAN DEVELOPMENT,e
,HDI rank,158,Nigeria,LOW HUMAN DEVELOPMENT,e
,HDI rank,159,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,e
,HDI rank,160,Guinea,LOW HUMAN DEVELOPMENT,e
,HDI rank,161,Rwanda,LOW HUMAN DEVELOPMENT,e
,HDI rank,162,Angola,LOW HUMAN DEVELOPMENT,"e,h"
,HDI rank,163,Benin,LOW HUMAN DEVELOPMENT,e
,HDI rank,164,Malawi,LOW HUMAN DEVELOPMENT,e
,HDI rank,165,Zambia,LOW HUMAN DEVELOPMENT,e
,HDI rank,166,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"e,h"
,HDI rank,167,Burundi,LOW HUMAN DEVELOPMENT,e
,HDI rank,168,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"e,h"
,HDI rank,169,Ethiopia,,e
,HDI rank,170,Chad,,e
,HDI rank,171,Central African Republic,,"e,h"
,HDI rank,175,Guinea-Bissau,,"e,h"
,HDI rank,177,Sierra Leone,,h
,Human development index (HDI) value 2005,0.968,Iceland,HIGH HUMAN DEVELOPMENT,e
,Human development index (HDI) value 2005,0.962,Australia,HIGH HUMAN DEVELOPMENT,g
,Human development index (HDI) value 2005,0.961,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,Human development index (HDI) value 2005,0.952,Finland,HIGH HUMAN DEVELOPMENT,g
,Human development index (HDI) value 2005,0.949,Denmark,HIGH HUMAN DEVELOPMENT,g
,Human development index (HDI) value 2005,0.946,United Kingdom,HIGH HUMAN DEVELOPMENT,e
